HR_ID,Date_ID,Transaction_Date,Employee_ID,Business_Line_ID,Account_ID,Transaction_Type,Payroll_Period,Payment_Method,Payment_Status,Amount,Hours_Worked,Overtime_Hours,Hourly_Rate,Gross_Amount,Bonus_Type,Training_Course,Travel_Destination,Cost_Center,Project_Code,Approved_By,Processed_By,Notes,Approval_Date,Processing_Date,Tax_Amount,Social_Security,Health_Insurance,Net_Amount,Effective_Hourly_Rate
2203,20240516,2024-05-16 00:00:00,EMP00085,BL003,ACC30001,Salary,2024-05,Bank Transfer,Paid,5138.35,79,22,74.82,9292.72,,,,CC-7081,,EMP00069,EMP00104,,2024-05-18 00:00:00,2024-05-18 00:00:00,929.27,2323.18,929.27,5111,64.7
2204,20230621,2023-06-21 00:00:00,EMP00142,BL005,ACC30001,Bonus,2023-06,Bank Transfer,Paid,6602.55,8,9,127.22,7704.97,Referral,,,CC-8184,,EMP00046,EMP00204,,2023-06-24 00:00:00,2023-06-29 00:00:00,770.5,1926.24,770.5,4237.73,529.72
2205,20240909,2024-09-09 00:00:00,EMP00084,BL005,ACC30001,Training,2024-09,Bank Transfer,Paid,12027.81,10,31,130.44,8225.53,,Compliance,,CC-9306,,EMP00199,EMP00173,,2024-09-15 00:00:00,2024-09-18 00:00:00,822.55,2056.38,822.55,4524.05,452.4
2206,20250507,2025-05-07 00:00:00,EMP00121,BL004,ACC30001,Overtime,2025-05,Bank Transfer,Paid,12515.16,75,23,109.75,9738.13,,,,CC-2680,,EMP00046,EMP00157,,2025-05-09 00:00:00,2025-05-09 00:00:00,973.81,2434.53,973.81,5355.98,71.41
2207,20251024,2025-10-24 00:00:00,EMP00023,BL003,ACC30001,Salary,2025-10,Bank Transfer,Paid,8774.76,45,31,122.94,4878.08,,,,CC-4088,PROJ-003,EMP00020,EMP00075,,2025-10-26 00:00:00,2025-10-27 00:00:00,487.81,1219.52,487.81,2682.94,59.62
2208,20250709,2025-07-09 00:00:00,EMP00065,BL006,ACC30001,Salary,2025-07,Bank Transfer,Paid,7634.63,193,39,75.58,4110.97,,,,CC-6218,,EMP00113,EMP00078,,2025-07-15 00:00:00,2025-07-15 00:00:00,411.1,1027.74,411.1,2261.03,11.72
2209,20230804,2023-08-04 00:00:00,EMP00069,BL004,ACC30001,Salary,2023-08,Check,Pending,767.69,167,19,95.6,7243.67,,,,CC-7826,,EMP00026,EMP00180,Final Settlement,2023-08-09 00:00:00,2023-08-10 00:00:00,724.37,1810.92,724.37,3984.01,23.86
2210,20250714,2025-07-14 00:00:00,EMP00107,BL003,ACC30001,Travel,2025-07,Bank Transfer,Paid,9133.74,118,17,108.56,1126.78,,,EU,CC-7617,,EMP00100,EMP00120,,2025-07-15 00:00:00,2025-07-21 00:00:00,112.68,281.7,112.68,619.72,5.25
2211,20251220,2025-12-20 00:00:00,EMP00072,BL001,ACC30001,Salary,2025-12,Bank Transfer,Paid,3150.29,150,10,141.66,1514.49,,,,CC-6363,,EMP00159,EMP00180,,2025-12-24 00:00:00,2025-12-26 00:00:00,151.45,378.62,151.45,832.97,5.55
2212,20251216,2025-12-16 00:00:00,EMP00230,BL002,ACC30001,Benefits,2025-12,Bank Transfer,Paid,5203.91,133,32,143.25,7477.99,,,,CC-7895,,EMP00072,EMP00120,,2025-12-19 00:00:00,2025-12-17 00:00:00,747.8,1869.5,747.8,4112.89,30.92
2213,20230510,2023-05-10 00:00:00,EMP00191,BL005,ACC30001,Bonus,2023-05,Bank Transfer,Paid,14955.11,112,17,57.13,4258.93,Project,,,CC-7229,PROJ-002,EMP00041,EMP00038,,2023-05-13 00:00:00,2023-05-15 00:00:00,425.89,1064.73,425.89,2342.42,20.91
2214,20251221,2025-12-21 00:00:00,EMP00096,BL006,ACC30001,Salary,2025-12,Bank Transfer,Paid,4607.41,104,12,76.42,3727.11,,,,CC-2873,,EMP00226,EMP00172,,2025-12-25 00:00:00,2025-12-25 00:00:00,372.71,931.78,372.71,2049.91,19.71
2215,20241031,2024-10-31 00:00:00,EMP00177,BL004,ACC30001,Salary,2024-10,Bank Transfer,Paid,8389.25,72,14,129.69,6000.16,,,,CC-1562,,EMP00066,EMP00116,,2024-11-06 00:00:00,2024-11-09 00:00:00,600.02,1500.04,600.02,3300.08,45.83
2216,20240102,2024-01-02 00:00:00,EMP00145,BL005,ACC30001,Overtime,2024-01,Bank Transfer,Paid,6838.41,27,5,17.89,4922.78,,,,CC-6923,,EMP00093,EMP00144,,2024-01-06 00:00:00,2024-01-05 00:00:00,492.28,1230.7,492.28,2707.52,100.28
2217,20240104,2024-01-04 00:00:00,EMP00110,BL004,ACC30001,Bonus,2024-01,Bank Transfer,Paid,2417.79,22,9,58.51,10696.97,Referral,,,CC-7350,,EMP00098,EMP00116,,2024-01-09 00:00:00,2024-01-06 00:00:00,1069.7,2674.24,1069.7,5883.33,267.42
2218,20240103,2024-01-03 00:00:00,EMP00173,BL006,ACC30001,Salary,2024-01,Bank Transfer,Paid,6241.21,147,8,19.32,7210.8,,,,CC-7574,PROJ-002,EMP00063,EMP00144,,2024-01-04 00:00:00,2024-01-11 00:00:00,721.08,1802.7,721.08,3965.94,26.98
2219,20241124,2024-11-24 00:00:00,EMP00160,BL004,ACC30001,Salary,2024-11,Bank Transfer,Paid,5654.17,93,32,60,3864.54,,,,CC-7572,PROJ-003,EMP00196,EMP00244,,2024-11-26 00:00:00,2024-11-25 00:00:00,386.45,966.14,386.45,2125.5,22.85
2220,20230129,2023-01-29 00:00:00,EMP00245,BL006,ACC30001,Benefits,2023-01,Bank Transfer,Paid,900.63,164,23,128.69,9240.11,,,,CC-9177,,EMP00066,EMP00184,,2023-02-02 00:00:00,2023-02-01 00:00:00,924.01,2310.03,924.01,5082.06,30.99
2221,20240830,2024-08-30 00:00:00,EMP00086,BL003,ACC30001,Salary,2024-08,Bank Transfer,Paid,565.35,199,20,129.44,8035.7,,,,CC-2045,PROJ-001,EMP00190,EMP00239,,2024-09-04 00:00:00,2024-09-08 00:00:00,803.57,2008.92,803.57,4419.64,22.21
2222,20250105,2025-01-05 00:00:00,EMP00186,BL001,ACC30001,Benefits,2025-01,Bank Transfer,Paid,14572.36,161,11,79.28,8089.11,,,,CC-4900,PROJ-001,EMP00079,EMP00244,,2025-01-10 00:00:00,2025-01-08 00:00:00,808.91,2022.28,808.91,4449.01,27.63
2223,20251013,2025-10-13 00:00:00,EMP00106,BL001,ACC30001,Salary,2025-10,Bank Transfer,Paid,9115.52,110,31,45.9,9268.69,,,,CC-3973,,EMP00069,EMP00228,,2025-10-14 00:00:00,2025-10-14 00:00:00,926.87,2317.17,926.87,5097.78,46.34
2224,20230320,2023-03-20 00:00:00,EMP00068,BL002,ACC30001,Salary,2023-03,Bank Transfer,Paid,3840.05,5,11,110.11,10097.4,,,,CC-4885,PROJ-003,EMP00098,EMP00144,Final Settlement,2023-03-21 00:00:00,2023-03-21 00:00:00,1009.74,2524.35,1009.74,5553.57,1110.71
2225,20241023,2024-10-23 00:00:00,EMP00002,BL003,ACC30001,Overtime,2024-10,Bank Transfer,On Hold,13433.67,181,31,27.58,13043.05,,,,CC-8019,,EMP00072,EMP00179,,2024-10-29 00:00:00,2024-11-01 00:00:00,1304.3,3260.76,1304.3,7173.69,39.63
2226,20240520,2024-05-20 00:00:00,EMP00201,BL004,ACC30001,Benefits,2024-05,Bank Transfer,Paid,4411.51,173,11,57.57,10193.88,,,,CC-7505,,EMP00196,EMP00184,,2024-05-25 00:00:00,2024-05-28 00:00:00,1019.39,2548.47,1019.39,5606.63,32.41
2227,20250518,2025-05-18 00:00:00,EMP00241,BL003,ACC30001,Salary,2025-05,Bank Transfer,Paid,7530.92,44,3,99.16,11130.83,,,,CC-6147,,EMP00069,EMP00078,,2025-05-19 00:00:00,2025-05-20 00:00:00,1113.08,2782.71,1113.08,6121.96,139.14
2228,20231227,2023-12-27 00:00:00,EMP00122,BL006,ACC30001,Bonus,2023-12,Bank Transfer,Paid,3523.57,95,17,96.05,3639.74,Performance,,,CC-8839,,EMP00180,EMP00205,,2023-12-31 00:00:00,2024-01-03 00:00:00,363.97,909.94,363.97,2001.86,21.07
2229,20241202,2024-12-02 00:00:00,EMP00200,BL002,ACC30001,Salary,2024-12,Bank Transfer,Pending,7147.52,21,10,91.38,2224.16,,,,CC-6112,PROJ-001,EMP00193,EMP00208,,2024-12-06 00:00:00,2024-12-07 00:00:00,222.42,556.04,222.42,1223.28,58.25
2230,20230210,2023-02-10 00:00:00,EMP00050,BL005,ACC30001,Overtime,2023-02,Bank Transfer,Pending,9820.37,102,39,127.87,2001.49,,,,CC-9243,,EMP00072,EMP00157,,2023-02-16 00:00:00,2023-02-18 00:00:00,200.15,500.37,200.15,1100.82,10.79
2231,20241004,2024-10-04 00:00:00,EMP00210,BL003,ACC30001,Salary,2024-10,Bank Transfer,Paid,4391.63,39,16,28.45,946.25,,,,CC-5372,,EMP00190,EMP00104,,2024-10-05 00:00:00,2024-10-06 00:00:00,94.62,236.56,94.62,520.45,13.34
2232,20230908,2023-09-08 00:00:00,EMP00060,BL002,ACC30001,Salary,2023-09,Bank Transfer,Paid,7109.03,119,34,116.34,5882.55,,,,CC-4804,,EMP00100,EMP00078,,2023-09-13 00:00:00,2023-09-12 00:00:00,588.26,1470.64,588.26,3235.39,27.19
2233,20250812,2025-08-12 00:00:00,EMP00043,BL004,ACC30001,Bonus,2025-08,Bank Transfer,Paid,5198.12,28,2,81.18,12466.57,Annual,,,CC-3940,,EMP00027,EMP00182,,2025-08-15 00:00:00,2025-08-14 00:00:00,1246.66,3116.64,1246.66,6856.61,244.88
2234,20240419,2024-04-19 00:00:00,EMP00144,BL002,ACC30001,Commission,2024-04,Bank Transfer,Paid,8502.77,124,22,33.18,651.43,,,,CC-4240,PROJ-002,EMP00190,EMP00184,,2024-04-22 00:00:00,2024-04-23 00:00:00,65.14,162.86,65.14,358.29,2.89
2235,20250914,2025-09-14 00:00:00,EMP00242,BL001,ACC30001,Salary,2025-09,Bank Transfer,Paid,9786.56,14,25,53.52,8792.39,,,,CC-9335,,EMP00190,EMP00139,,2025-09-20 00:00:00,2025-09-23 00:00:00,879.24,2198.1,879.24,4835.81,345.42
2236,20250223,2025-02-23 00:00:00,EMP00014,BL004,ACC30001,Salary,2025-02,Bank Transfer,Paid,8086.14,173,21,86.85,5512.83,,,,CC-9303,,EMP00159,EMP00180,,2025-02-28 00:00:00,2025-03-02 00:00:00,551.28,1378.21,551.28,3032.06,17.53
2237,20241014,2024-10-14 00:00:00,EMP00200,BL002,ACC30001,Salary,2024-10,Bank Transfer,Paid,6862.81,183,29,19.68,14831.39,,,,CC-4397,,EMP00198,EMP00120,,2024-10-18 00:00:00,2024-10-21 00:00:00,1483.14,3707.85,1483.14,8157.26,44.58
2238,20250320,2025-03-20 00:00:00,EMP00097,BL004,ACC30001,Bonus,2025-03,Bank Transfer,Paid,2919.07,46,25,75.46,578.79,Annual,,,CC-2620,,EMP00046,EMP00182,,2025-03-26 00:00:00,2025-03-25 00:00:00,57.88,144.7,57.88,318.33,6.92
2239,20250603,2025-06-03 00:00:00,EMP00115,BL004,ACC30001,Benefits,2025-06,Bank Transfer,Pending,8023.56,25,13,17.57,6109.97,,,,CC-6540,PROJ-003,EMP00180,EMP00120,,2025-06-06 00:00:00,2025-06-11 00:00:00,611,1527.49,611,3360.48,134.42
2240,20240412,2024-04-12 00:00:00,EMP00205,BL006,ACC30001,Salary,2024-04,Check,Paid,5894.9,33,23,74.36,14760.61,,,,CC-8171,,EMP00009,EMP00053,Final Settlement,2024-04-13 00:00:00,2024-04-20 00:00:00,1476.06,3690.15,1476.06,8118.34,246.01
2241,20230626,2023-06-26 00:00:00,EMP00012,BL002,ACC30001,Salary,2023-06,Bank Transfer,Paid,9140.52,142,23,130.71,5874.27,,,,CC-2121,,EMP00196,EMP00116,,2023-06-30 00:00:00,2023-06-29 00:00:00,587.43,1468.57,587.43,3230.84,22.75
2242,20240812,2024-08-12 00:00:00,EMP00139,BL003,ACC30001,Salary,2024-08,Bank Transfer,Paid,3853.08,121,26,53.83,2014.47,,,,CC-8822,PROJ-002,EMP00078,EMP00064,,2024-08-18 00:00:00,2024-08-21 00:00:00,201.45,503.62,201.45,1107.95,9.16
2243,20241219,2024-12-19 00:00:00,EMP00231,BL005,ACC30001,Salary,2024-12,Bank Transfer,Paid,6512.37,94,39,44.57,11196.88,,,,CC-8992,,EMP00041,EMP00157,,2024-12-23 00:00:00,2024-12-25 00:00:00,1119.69,2799.22,1119.69,6158.28,65.51
2244,20230830,2023-08-30 00:00:00,EMP00009,BL003,ACC30001,Travel,2023-08,Cash,Paid,9105.75,128,14,34.94,10951.76,,,Domestic,CC-8479,,EMP00063,EMP00182,,2023-09-03 00:00:00,2023-09-05 00:00:00,1095.18,2737.94,1095.18,6023.46,47.06
2245,20250412,2025-04-12 00:00:00,EMP00067,BL002,ACC30001,Salary,2025-04,Bank Transfer,Pending,13025.81,167,14,93.91,1897.9,,,,CC-3425,PROJ-003,EMP00078,EMP00228,Final Settlement,2025-04-13 00:00:00,2025-04-20 00:00:00,189.79,474.48,189.79,1043.84,6.25
2246,20230627,2023-06-27 00:00:00,EMP00186,BL002,ACC30001,Training,2023-06,Bank Transfer,Paid,11584.53,159,24,86.88,6540.87,,Compliance,,CC-5420,,EMP00223,EMP00144,,2023-07-02 00:00:00,2023-07-06 00:00:00,654.09,1635.22,654.09,3597.47,22.63
2247,20230522,2023-05-22 00:00:00,EMP00203,BL004,ACC30001,Salary,2023-05,Bank Transfer,Paid,14153.61,37,19,95.44,8605.31,,,,CC-4271,,EMP00217,EMP00182,,2023-05-24 00:00:00,2023-05-25 00:00:00,860.53,2151.33,860.53,4732.92,127.92
2248,20231103,2023-11-03 00:00:00,EMP00023,BL003,ACC30001,Commission,2023-11,Bank Transfer,Paid,5575.24,196,2,77.63,10157.86,,,,CC-4880,PROJ-002,EMP00198,EMP00038,,2023-11-05 00:00:00,2023-11-04 00:00:00,1015.79,2539.46,1015.79,5586.82,28.5
2249,20240610,2024-06-10 00:00:00,EMP00184,BL005,ACC30001,Bonus,2024-06,Bank Transfer,Paid,10682.08,55,6,25.33,1717.4,Project,,,CC-9579,,EMP00063,EMP00179,,2024-06-15 00:00:00,2024-06-16 00:00:00,171.74,429.35,171.74,944.57,17.17
2250,20250102,2025-01-02 00:00:00,EMP00148,BL004,ACC30001,Benefits,2025-01,Bank Transfer,Paid,7873.69,27,38,88.51,13616.65,,,,CC-6876,,EMP00180,EMP00139,,2025-01-05 00:00:00,2025-01-06 00:00:00,1361.66,3404.16,1361.66,7489.17,277.38
2251,20241104,2024-11-04 00:00:00,EMP00173,BL006,ACC30001,Benefits,2024-11,Bank Transfer,Paid,14721.7,28,5,32.99,14355.33,,,,CC-1003,,EMP00078,EMP00078,,2024-11-08 00:00:00,2024-11-13 00:00:00,1435.53,3588.83,1435.53,7895.44,281.98
2252,20250902,2025-09-02 00:00:00,EMP00162,BL006,ACC30001,Salary,2025-09,Check,Paid,14515.76,62,6,16.17,11584.64,,,,CC-5372,,EMP00226,EMP00139,Reimbursement,2025-09-03 00:00:00,2025-09-07 00:00:00,1158.46,2896.16,1158.46,6371.56,102.77
2253,20250516,2025-05-16 00:00:00,EMP00017,BL002,ACC30001,Training,2025-05,Bank Transfer,Paid,4169.26,71,31,48.31,13540.43,,Compliance,,CC-4221,PROJ-002,EMP00100,EMP00239,,2025-05-19 00:00:00,2025-05-21 00:00:00,1354.04,3385.11,1354.04,7447.24,104.89
2254,20240703,2024-07-03 00:00:00,EMP00225,BL006,ACC30001,Benefits,2024-07,Bank Transfer,Paid,14624.72,120,10,21.32,12005.93,,,,CC-3069,,EMP00019,EMP00157,,2024-07-04 00:00:00,2024-07-04 00:00:00,1200.59,3001.48,1200.59,6603.27,55.03
2255,20250414,2025-04-14 00:00:00,EMP00236,BL004,ACC30001,Salary,2025-04,Cash,Paid,12449.47,3,9,67.59,13618.72,,,,CC-9697,PROJ-002,EMP00009,EMP00184,Reimbursement,2025-04-19 00:00:00,2025-04-16 00:00:00,1361.87,3404.68,1361.87,7490.3,2496.77
2256,20250123,2025-01-23 00:00:00,EMP00246,BL005,ACC30001,Salary,2025-01,Cash,Paid,6016.56,45,18,53.52,7750.43,,,,CC-8039,,EMP00078,EMP00184,,2025-01-28 00:00:00,2025-01-25 00:00:00,775.04,1937.61,775.04,4262.74,94.73
2257,20251121,2025-11-21 00:00:00,EMP00144,BL003,ACC30001,Training,2025-11,Bank Transfer,Paid,13206.36,152,18,96.55,14132.87,,Compliance,,CC-9054,,EMP00199,EMP00144,,2025-11-24 00:00:00,2025-11-26 00:00:00,1413.29,3533.22,1413.29,7773.07,51.14
2258,20250711,2025-07-11 00:00:00,EMP00199,BL001,ACC30001,Salary,2025-07,Bank Transfer,Paid,7950.8,117,37,98.06,13524.19,,,,CC-2675,,EMP00054,EMP00182,,2025-07-13 00:00:00,2025-07-16 00:00:00,1352.42,3381.05,1352.42,7438.3,63.58
2259,20240427,2024-04-27 00:00:00,EMP00235,BL003,ACC30001,Salary,2024-04,Bank Transfer,Paid,10571.15,123,1,58.59,8296.72,,,,CC-9624,PROJ-001,EMP00193,EMP00239,,2024-05-01 00:00:00,2024-05-04 00:00:00,829.67,2074.18,829.67,4563.2,37.1
2260,20250625,2025-06-25 00:00:00,EMP00246,BL005,ACC30001,Salary,2025-06,Bank Transfer,Pending,14629.07,103,14,25.1,9241.18,,,,CC-3816,,EMP00076,EMP00172,,2025-06-28 00:00:00,2025-06-27 00:00:00,924.12,2310.3,924.12,5082.64,49.35
2261,20240620,2024-06-20 00:00:00,EMP00156,BL006,ACC30001,Salary,2024-06,Bank Transfer,Pending,4273.95,31,3,89.45,12439.65,,,,CC-8241,PROJ-001,EMP00113,EMP00053,,2024-06-23 00:00:00,2024-06-21 00:00:00,1243.97,3109.91,1243.97,6841.8,220.7
2262,20240615,2024-06-15 00:00:00,EMP00149,BL003,ACC30001,Salary,2024-06,Bank Transfer,Paid,2292.82,11,11,62.27,1159.82,,,,CC-2967,PROJ-001,EMP00019,EMP00038,,2024-06-21 00:00:00,2024-06-24 00:00:00,115.98,289.96,115.98,637.9,57.99
2263,20240312,2024-03-12 00:00:00,EMP00036,BL006,ACC30001,Salary,2024-03,Bank Transfer,Paid,1228.99,186,25,135.87,4722.83,,,,CC-1391,,EMP00013,EMP00157,,2024-03-13 00:00:00,2024-03-19 00:00:00,472.28,1180.71,472.28,2597.56,13.97
2264,20251021,2025-10-21 00:00:00,EMP00126,BL006,ACC30001,Salary,2025-10,Bank Transfer,Paid,14674.74,58,3,18.84,13197.13,,,,CC-8508,PROJ-003,EMP00121,EMP00204,,2025-10-24 00:00:00,2025-10-26 00:00:00,1319.71,3299.28,1319.71,7258.43,125.15
2265,20230603,2023-06-03 00:00:00,EMP00207,BL003,ACC30001,Salary,2023-06,Bank Transfer,Paid,12045.8,31,35,94.23,8341.39,,,,CC-4689,,EMP00078,EMP00208,,2023-06-06 00:00:00,2023-06-08 00:00:00,834.14,2085.35,834.14,4587.76,147.99
2266,20251102,2025-11-02 00:00:00,EMP00199,BL005,ACC30001,Training,2025-11,Bank Transfer,Paid,3526.47,0,29,63.98,12090.52,,Technical,,CC-8326,,EMP00093,EMP00184,,2025-11-05 00:00:00,2025-11-08 00:00:00,1209.05,3022.63,1209.05,6649.79,0
2267,20240329,2024-03-29 00:00:00,EMP00043,BL001,ACC30001,Overtime,2024-03,Bank Transfer,Paid,3149.58,123,6,52.11,8725.04,,,,CC-7482,PROJ-001,EMP00078,EMP00210,,2024-04-02 00:00:00,2024-03-31 00:00:00,872.5,2181.26,872.5,4798.78,39.01
2268,20230916,2023-09-16 00:00:00,EMP00067,BL002,ACC30001,Salary,2023-09,Bank Transfer,Paid,11323.18,55,9,95.85,1289.57,,,,CC-7205,,EMP00193,EMP00210,,2023-09-17 00:00:00,2023-09-24 00:00:00,128.96,322.39,128.96,709.26,12.9
2269,20230729,2023-07-29 00:00:00,EMP00222,BL001,ACC30001,Travel,2023-07,Bank Transfer,Paid,4072.94,14,4,58.63,3493.4,,,International,CC-1000,,EMP00242,EMP00157,,2023-08-03 00:00:00,2023-08-02 00:00:00,349.34,873.35,349.34,1921.37,137.24
2270,20230927,2023-09-27 00:00:00,EMP00070,BL002,ACC30001,Salary,2023-09,Bank Transfer,Paid,6083.02,61,7,106.59,9507.16,,,,CC-2473,,EMP00242,EMP00205,,2023-09-28 00:00:00,2023-10-04 00:00:00,950.72,2376.79,950.72,5228.93,85.72
2271,20231213,2023-12-13 00:00:00,EMP00088,BL002,ACC30001,Salary,2023-12,Bank Transfer,Paid,9499.44,124,31,128.72,599.76,,,,CC-4932,PROJ-002,EMP00099,EMP00016,,2023-12-19 00:00:00,2023-12-17 00:00:00,59.98,149.94,59.98,329.86,2.66
2272,20250528,2025-05-28 00:00:00,EMP00131,BL003,ACC30001,Salary,2025-05,Bank Transfer,Paid,542.32,2,24,19.14,9939.46,,,,CC-7641,,EMP00198,EMP00188,Final Settlement,2025-06-01 00:00:00,2025-06-06 00:00:00,993.95,2484.86,993.95,5466.7,2733.35
2273,20250315,2025-03-15 00:00:00,EMP00049,BL002,ACC30001,Travel,2025-03,Bank Transfer,Paid,3758.38,5,31,111.43,1460.08,,,EU,CC-5224,,EMP00078,EMP00239,,2025-03-17 00:00:00,2025-03-22 00:00:00,146.01,365.02,146.01,803.04,160.61
2274,20241029,2024-10-29 00:00:00,EMP00106,BL005,ACC30001,Travel,2024-10,Bank Transfer,Paid,9486.3,84,18,61.28,11288.84,,,Domestic,CC-3999,PROJ-001,EMP00159,EMP00244,Final Settlement,2024-11-03 00:00:00,2024-11-02 00:00:00,1128.88,2822.21,1128.88,6208.87,73.92
2275,20250323,2025-03-23 00:00:00,EMP00145,BL002,ACC30001,Salary,2025-03,Bank Transfer,Paid,3891,156,21,73.34,13762.02,,,,CC-1432,,EMP00063,EMP00179,,2025-03-25 00:00:00,2025-03-25 00:00:00,1376.2,3440.5,1376.2,7569.12,48.52
2276,20231122,2023-11-22 00:00:00,EMP00028,BL003,ACC30001,Salary,2023-11,Bank Transfer,Paid,13971.92,44,30,73.17,1056.79,,,,CC-6625,PROJ-002,EMP00054,EMP00016,,2023-11-27 00:00:00,2023-11-24 00:00:00,105.68,264.2,105.68,581.23,13.21
2277,20240226,2024-02-26 00:00:00,EMP00096,BL002,ACC30001,Overtime,2024-02,Bank Transfer,Paid,7329.13,87,21,149.12,11463.44,,,,CC-9145,PROJ-003,EMP00217,EMP00179,,2024-03-01 00:00:00,2024-03-06 00:00:00,1146.34,2865.86,1146.34,6304.9,72.47
2278,20230606,2023-06-06 00:00:00,EMP00245,BL005,ACC30001,Bonus,2023-06,Bank Transfer,Paid,11759.77,122,25,33.52,9709.7,Project,,,CC-3438,PROJ-001,EMP00180,EMP00157,,2023-06-11 00:00:00,2023-06-07 00:00:00,970.97,2427.43,970.97,5340.33,43.77
2279,20241112,2024-11-12 00:00:00,EMP00066,BL004,ACC30001,Training,2024-11,Bank Transfer,Paid,13659.88,51,15,38.39,3695.27,,Soft Skills,,CC-1482,,EMP00147,EMP00075,Reimbursement,2024-11-17 00:00:00,2024-11-17 00:00:00,369.53,923.82,369.53,2032.39,39.85
2280,20240403,2024-04-03 00:00:00,EMP00003,BL004,ACC30001,Salary,2024-04,Bank Transfer,Paid,10828.58,189,20,31.06,11723.82,,,,CC-8356,PROJ-001,EMP00061,EMP00188,,2024-04-04 00:00:00,2024-04-07 00:00:00,1172.38,2930.96,1172.38,6448.1,34.12
2281,20241128,2024-11-28 00:00:00,EMP00171,BL002,ACC30001,Training,2024-11,Bank Transfer,Pending,7992.28,111,2,55.73,11301.25,,Soft Skills,,CC-8073,,EMP00046,EMP00047,,2024-12-02 00:00:00,2024-11-29 00:00:00,1130.12,2825.31,1130.12,6215.7,56
2282,20251102,2025-11-02 00:00:00,EMP00219,BL002,ACC30001,Benefits,2025-11,Bank Transfer,Paid,4657.39,88,23,130.98,13627.72,,,,CC-1581,PROJ-003,EMP00061,EMP00180,,2025-11-04 00:00:00,2025-11-09 00:00:00,1362.77,3406.93,1362.77,7495.25,85.17
2283,20230203,2023-02-03 00:00:00,EMP00222,BL005,ACC30001,Overtime,2023-02,Bank Transfer,Pending,11452.65,160,17,122.42,7883.75,,,,CC-6810,,EMP00242,EMP00188,Reimbursement,2023-02-04 00:00:00,2023-02-11 00:00:00,788.38,1970.94,788.38,4336.05,27.1
2284,20230213,2023-02-13 00:00:00,EMP00014,BL006,ACC30001,Benefits,2023-02,Bank Transfer,Paid,789.3,47,14,18.78,1236.15,,,,CC-3323,PROJ-001,EMP00042,EMP00157,,2023-02-14 00:00:00,2023-02-20 00:00:00,123.62,309.04,123.62,679.87,14.47
2285,20230418,2023-04-18 00:00:00,EMP00065,BL001,ACC30001,Salary,2023-04,Cash,Paid,10724.16,22,0,111.05,13456.1,,,,CC-4373,PROJ-003,EMP00078,EMP00038,,2023-04-22 00:00:00,2023-04-19 00:00:00,1345.61,3364.02,1345.61,7400.86,336.4
2286,20240420,2024-04-20 00:00:00,EMP00179,BL004,ACC30001,Commission,2024-04,Bank Transfer,Paid,11570.08,109,9,87.27,6415.45,,,,CC-3739,PROJ-001,EMP00233,EMP00210,,2024-04-24 00:00:00,2024-04-25 00:00:00,641.55,1603.86,641.55,3528.49,32.37
2287,20251223,2025-12-23 00:00:00,EMP00082,BL003,ACC30001,Bonus,2025-12,Bank Transfer,Paid,8768.6,53,9,69.96,13038.88,Annual,,,CC-1503,,EMP00196,EMP00120,,2025-12-25 00:00:00,2025-12-24 00:00:00,1303.89,3259.72,1303.89,7171.38,135.31
2288,20230504,2023-05-04 00:00:00,EMP00087,BL005,ACC30001,Salary,2023-05,Cash,Paid,4282.49,173,39,142.24,10144.95,,,,CC-3052,,EMP00019,EMP00144,,2023-05-07 00:00:00,2023-05-13 00:00:00,1014.5,2536.24,1014.5,5579.71,32.25
2289,20231209,2023-12-09 00:00:00,EMP00209,BL005,ACC30001,Benefits,2023-12,Bank Transfer,Paid,7785.96,77,2,121.64,2278.98,,,,CC-7598,,EMP00009,EMP00173,Adjustment,2023-12-13 00:00:00,2023-12-14 00:00:00,227.9,569.74,227.9,1253.44,16.28
2290,20240424,2024-04-24 00:00:00,EMP00104,BL004,ACC30001,Travel,2024-04,Cash,Paid,4491.53,134,20,62.72,2113.37,,,Domestic,CC-5714,PROJ-001,EMP00161,EMP00116,,2024-04-25 00:00:00,2024-04-26 00:00:00,211.34,528.34,211.34,1162.35,8.67
2291,20241029,2024-10-29 00:00:00,EMP00108,BL006,ACC30001,Benefits,2024-10,Bank Transfer,Paid,12685.05,11,19,69.07,14508.74,,,,CC-2653,PROJ-003,EMP00054,EMP00188,Final Settlement,2024-10-31 00:00:00,2024-10-31 00:00:00,1450.87,3627.18,1450.87,7979.82,725.44
2292,20240601,2024-06-01 00:00:00,EMP00247,BL004,ACC30001,Training,2024-06,Bank Transfer,Paid,3533.31,26,22,87.31,942.59,,Technical,,CC-5320,,EMP00060,EMP00038,,2024-06-02 00:00:00,2024-06-08 00:00:00,94.26,235.65,94.26,518.42,19.94
2293,20250210,2025-02-10 00:00:00,EMP00097,BL002,ACC30001,Commission,2025-02,Cash,Paid,14040.64,125,14,35.59,11689.67,,,,CC-6291,,EMP00159,EMP00139,,2025-02-16 00:00:00,2025-02-12 00:00:00,1168.97,2922.42,1168.97,6429.31,51.43
2294,20250125,2025-01-25 00:00:00,EMP00241,BL006,ACC30001,Salary,2025-01,Bank Transfer,Paid,2282.87,5,33,56.5,5533.56,,,,CC-7852,PROJ-002,EMP00216,EMP00182,,2025-01-27 00:00:00,2025-01-30 00:00:00,553.36,1383.39,553.36,3043.45,608.69
