Budget_ID,Date_ID,Budget_Period,Account_ID,Business_Line_ID,Employee_ID,Budget_Version,Budget_Type,Budget_Category,Cost_Center,Project_Code,Budgeted_Amount,Actual_Amount,Committed_Amount,Forecast_Amount,Budget_Owner,Approval_Status,Approved_By,Notes,Approval_Date,Last_Modified_Date,Variance,Variance_Pct,Available_Budget,Utilization_Pct,Forecast_Variance
1169,20240110,2024-01-10 00:00:00,ACC50002,BL006,EMP00209,V2_Revised,Annual,OPEX,CC-8046,PROJ-002,91182.43,103186.92,50664.96,85353.38,EMP00114,Approved,EMP00098,Under Budget,2024-01-23 00:00:00,2024-01-31 00:00:00,12004.49,13.17,40517.47,113.17,-5829.05
1170,20230606,2023-06-06 00:00:00,ACC50001,BL004,EMP00194,V3_Final,Monthly,Revenue,CC-6996,,92845.84,87141.49,42475.58,99042.55,EMP00130,Approved,EMP00147,,2023-06-20 00:00:00,2023-06-26 00:00:00,-5704.35,-6.14,50370.26,93.86,6196.71
1171,20230820,2023-08-20 00:00:00,ACC50001,BL003,EMP00177,V1_Original,Annual,OPEX,CC-3609,,71028.04,17907.64,89495.68,60343.14,EMP00245,Approved,EMP00205,Over Budget,2023-09-01 00:00:00,2023-09-16 00:00:00,-53120.4,-74.79,-18467.64,25.21,-10684.9
1172,20240706,2024-07-06 00:00:00,ACC30003,BL004,EMP00112,V1_Original,Annual,OPEX,CC-9648,,35091.89,104688.87,89434.88,104047.07,EMP00233,Draft,EMP00042,On Track,2024-07-10 00:00:00,2024-07-31 00:00:00,69596.98,198.33,-54342.99,298.33,68955.18
1173,20240408,2024-04-08 00:00:00,ACC40001,BL004,EMP00135,V1_Original,Rolling,Revenue,CC-7945,,76552.68,51941.3,7036.02,28164.29,EMP00112,Rejected,EMP00100,,2024-04-10 00:00:00,2024-05-02 00:00:00,-24611.38,-32.15,69516.66,67.85,-48388.39
1174,20230507,2023-05-07 00:00:00,ACC50002,BL004,EMP00227,V2_Revised,Quarterly,OPEX,CC-8858,PROJ-003,5096.57,48729.7,41756.76,99360.26,EMP00197,Approved,EMP00019,,2023-05-19 00:00:00,2023-05-07 00:00:00,43633.13,856.13,-36660.19,956.13,94263.69
1175,20230725,2023-07-25 00:00:00,ACC40002,BL004,EMP00122,V2_Revised,Quarterly,Headcount,CC-1052,PROJ-001,68606.42,98571.12,5705.32,95467.22,EMP00120,Pending,EMP00100,,2023-07-28 00:00:00,2023-08-05 00:00:00,29964.7,43.68,62901.1,143.68,26860.8
1176,20230430,2023-04-30 00:00:00,ACC10001,BL006,EMP00215,V1_Original,Rolling,CAPEX,CC-3083,,71494.29,24833.31,11953.71,78732.64,EMP00148,Approved,EMP00067,,2023-05-04 00:00:00,2023-05-22 00:00:00,-46660.98,-65.27,59540.58,34.73,7238.35
1177,20241221,2024-12-21 00:00:00,ACC30001,BL006,EMP00066,V3_Final,Project-Based,OPEX,CC-6653,,10316.14,5443.85,11984.76,34030.42,EMP00123,Approved,EMP00072,,2025-01-01 00:00:00,2025-01-06 00:00:00,-4872.29,-47.23,-1668.62,52.77,23714.28
1178,20250630,2025-06-30 00:00:00,ACC40001,BL005,EMP00032,V1_Original,Quarterly,CAPEX,CC-1503,,53161.17,26160.69,36682.59,76433.45,EMP00018,Approved,EMP00082,On Track,2025-07-06 00:00:00,2025-07-19 00:00:00,-27000.48,-50.79,16478.58,49.21,23272.28
1179,20250331,2025-03-31 00:00:00,ACC30003,BL005,EMP00096,V2_Revised,Quarterly,OPEX,CC-7908,,2522.82,106897.95,51863.15,83378.75,EMP00244,Approved,EMP00060,,2025-04-01 00:00:00,2025-04-08 00:00:00,104375.13,4137.24,-49340.33,4237.24,80855.93
1180,20250830,2025-08-30 00:00:00,ACC40002,BL004,EMP00135,V3_Final,Rolling,Headcount,CC-8691,PROJ-002,80970.01,10829.86,48855.78,14798.08,EMP00081,Approved,EMP00013,,2025-09-02 00:00:00,2025-09-26 00:00:00,-70140.15,-86.62,32114.23,13.38,-66171.93
1181,20240403,2024-04-03 00:00:00,ACC30004,BL004,EMP00160,V2_Revised,Rolling,OPEX,CC-6738,PROJ-001,99251.62,51419.29,63361.42,41746.5,EMP00244,Approved,EMP00233,,2024-04-14 00:00:00,2024-04-13 00:00:00,-47832.33,-48.19,35890.2,51.81,-57505.12
1182,20230824,2023-08-24 00:00:00,ACC30003,BL001,EMP00203,V3_Final,Monthly,OPEX,CC-8094,,81822.68,53854.13,77322.53,69008.56,EMP00046,Approved,EMP00079,,2023-09-06 00:00:00,2023-09-02 00:00:00,-27968.55,-34.18,4500.15,65.82,-12814.12
1183,20230123,2023-01-23 00:00:00,ACC50002,BL004,EMP00142,V3_Final,Rolling,Revenue,CC-2247,PROJ-002,20332.69,27076.65,77052.32,6217.42,EMP00118,Pending,EMP00067,Needs Review,2023-01-25 00:00:00,2023-02-10 00:00:00,6743.96,33.17,-56719.63,133.17,-14115.27
1184,20240521,2024-05-21 00:00:00,ACC20002,BL002,EMP00194,V2_Revised,Monthly,CAPEX,CC-8752,,65836.09,58643.19,20598.96,8158.51,EMP00087,Approved,EMP00019,,2024-06-04 00:00:00,2024-06-01 00:00:00,-7192.9,-10.93,45237.13,89.07,-57677.58
1185,20250625,2025-06-25 00:00:00,ACC30001,BL003,EMP00122,V3_Final,Monthly,CAPEX,CC-2345,,38417.15,36692.03,28095.82,76102.02,EMP00116,Approved,EMP00205,,2025-06-28 00:00:00,2025-07-22 00:00:00,-1725.12,-4.49,10321.33,95.51,37684.87
1186,20250118,2025-01-18 00:00:00,ACC50002,BL001,EMP00141,V3_Final,Annual,OPEX,CC-3527,,7062.09,91304.4,88650.64,18828.54,EMP00190,Approved,EMP00198,,2025-01-28 00:00:00,2025-02-15 00:00:00,84242.31,1192.88,-81588.55,1292.88,11766.45
1187,20240212,2024-02-12 00:00:00,ACC40003,BL002,EMP00175,V1_Original,Annual,CAPEX,CC-9847,,81528.52,109022.77,33743.6,30827.16,EMP00049,Approved,EMP00226,,2024-02-22 00:00:00,2024-02-20 00:00:00,27494.25,33.72,47784.92,133.72,-50701.36
1188,20241224,2024-12-24 00:00:00,ACC10001,BL006,EMP00040,V1_Original,Quarterly,CAPEX,CC-2287,,80610.59,98458.87,25413.68,20545.98,EMP00125,Rejected,EMP00026,,2024-12-28 00:00:00,2024-12-30 00:00:00,17848.28,22.14,55196.91,122.14,-60064.61
1189,20230701,2023-07-01 00:00:00,ACC10002,BL006,EMP00192,V3_Final,Quarterly,Revenue,CC-4022,PROJ-001,5945.18,72988.55,91242.05,20366.08,EMP00145,Approved,EMP00046,,2023-07-10 00:00:00,2023-07-11 00:00:00,67043.37,1127.69,-85296.87,1227.69,14420.9
1190,20240204,2024-02-04 00:00:00,ACC20002,BL005,EMP00163,V1_Original,Quarterly,OPEX,CC-4838,,61119.1,46948.95,65927.39,4131,EMP00226,Approved,EMP00079,,2024-02-11 00:00:00,2024-02-20 00:00:00,-14170.15,-23.18,-4808.29,76.82,-56988.1
1191,20250818,2025-08-18 00:00:00,ACC60001,BL003,EMP00032,V1_Original,Monthly,OPEX,CC-3652,,98441.6,62845.13,57253.88,52247.78,EMP00021,Draft,EMP00020,,2025-08-27 00:00:00,2025-09-13 00:00:00,-35596.47,-36.16,41187.72,63.84,-46193.82
1192,20230506,2023-05-06 00:00:00,ACC50002,BL006,EMP00066,V3_Final,Quarterly,OPEX,CC-2167,,27687.69,12241.13,16833.49,36982.55,EMP00042,Approved,EMP00060,Over Budget,2023-05-15 00:00:00,2023-05-15 00:00:00,-15446.56,-55.79,10854.2,44.21,9294.86
1193,20230127,2023-01-27 00:00:00,ACC20002,BL005,EMP00175,V1_Original,Rolling,OPEX,CC-7453,,41199.88,103769.1,2441.96,30320.12,EMP00142,Approved,EMP00046,,2023-01-31 00:00:00,2023-02-16 00:00:00,62569.22,151.87,38757.92,251.87,-10879.76
1194,20240827,2024-08-27 00:00:00,ACC10002,BL003,EMP00007,V1_Original,Monthly,OPEX,CC-9525,,92151.92,60209.22,64772.62,50396.49,EMP00058,Pending,EMP00067,,2024-08-28 00:00:00,2024-09-24 00:00:00,-31942.7,-34.66,27379.3,65.34,-41755.43
1195,20250521,2025-05-21 00:00:00,ACC40001,BL005,EMP00110,V3_Final,Monthly,OPEX,CC-3667,PROJ-002,21150.52,106791.77,56620.16,52195.24,EMP00128,Pending,EMP00222,Over Budget,2025-05-30 00:00:00,2025-05-25 00:00:00,85641.25,404.91,-35469.64,504.91,31044.72
1196,20241218,2024-12-18 00:00:00,ACC30001,BL004,EMP00099,V1_Original,Annual,OPEX,CC-2677,,74266.61,71629.32,83379.25,48424.75,EMP00189,Approved,EMP00233,,2024-12-21 00:00:00,2025-01-07 00:00:00,-2637.29,-3.55,-9112.64,96.45,-25841.86
1197,20250704,2025-07-04 00:00:00,ACC40002,BL001,EMP00178,V3_Final,Quarterly,OPEX,CC-8280,PROJ-001,8562.58,18920.83,21588.17,19913.96,EMP00181,Approved,EMP00198,Over Budget,2025-07-13 00:00:00,2025-07-06 00:00:00,10358.25,120.97,-13025.59,220.97,11351.38
1198,20241020,2024-10-20 00:00:00,ACC20001,BL003,EMP00114,V2_Revised,Quarterly,Headcount,CC-1055,,90820.45,15942.24,24345.83,80411.48,EMP00186,Approved,EMP00009,,2024-10-24 00:00:00,2024-10-22 00:00:00,-74878.21,-82.45,66474.62,17.55,-10408.97
1199,20240731,2024-07-31 00:00:00,ACC40001,BL004,EMP00008,V2_Revised,Quarterly,CAPEX,CC-6387,,6253.42,91010.04,28643.09,85526.82,EMP00075,Approved,EMP00076,,2024-08-08 00:00:00,2024-08-06 00:00:00,84756.62,1355.36,-22389.67,1455.36,79273.4
1200,20240925,2024-09-25 00:00:00,ACC40003,BL005,EMP00243,V2_Revised,Monthly,OPEX,CC-6235,,84911.41,80626.45,23029.34,64729.79,EMP00124,Approved,EMP00099,On Track,2024-10-05 00:00:00,2024-10-24 00:00:00,-4284.96,-5.05,61882.07,94.95,-20181.62
1201,20240610,2024-06-10 00:00:00,ACC30002,BL005,EMP00200,V2_Revised,Monthly,OPEX,CC-2684,PROJ-003,81676,59412.52,3664.05,61299.58,EMP00136,Approved,EMP00078,Needs Review,2024-06-22 00:00:00,2024-07-02 00:00:00,-22263.48,-27.26,78011.95,72.74,-20376.42
1202,20250722,2025-07-22 00:00:00,ACC40001,BL002,EMP00009,V2_Revised,Quarterly,OPEX,CC-6759,,78504.97,72590.95,86234.77,16620.78,EMP00201,Approved,EMP00026,Needs Review,2025-08-02 00:00:00,2025-08-10 00:00:00,-5914.02,-7.53,-7729.8,92.47,-61884.19
1203,20250713,2025-07-13 00:00:00,ACC40002,BL001,EMP00087,V2_Revised,Quarterly,CAPEX,CC-7219,PROJ-001,12529.34,107476.4,71392.9,52676.35,EMP00009,Approved,EMP00013,,2025-07-14 00:00:00,2025-07-22 00:00:00,94947.06,757.8,-58863.56,857.8,40147.01
1204,20240610,2024-06-10 00:00:00,ACC40001,BL006,EMP00009,V2_Revised,Quarterly,OPEX,CC-1995,PROJ-001,48436.07,53749.39,55110.78,36248.08,EMP00124,Draft,EMP00222,,2024-06-23 00:00:00,2024-07-07 00:00:00,5313.32,10.97,-6674.71,110.97,-12187.99
1205,20251005,2025-10-05 00:00:00,ACC20002,BL005,EMP00148,V3_Final,Monthly,Revenue,CC-3046,PROJ-001,53839.95,104866.03,36168.4,67401.74,EMP00148,Approved,EMP00079,,2025-10-10 00:00:00,2025-10-07 00:00:00,51026.08,94.77,17671.55,194.77,13561.79
1206,20230921,2023-09-21 00:00:00,ACC10001,BL002,EMP00176,V2_Revised,Annual,OPEX,CC-7050,PROJ-001,9884.08,3131.36,79941.07,9365.75,EMP00169,Approved,EMP00136,,2023-09-29 00:00:00,2023-10-07 00:00:00,-6752.72,-68.32,-70056.99,31.68,-518.33
1207,20240325,2024-03-25 00:00:00,ACC40001,BL006,EMP00231,V2_Revised,Monthly,CAPEX,CC-6295,,34168.02,50183.42,56583.02,44584.96,EMP00173,Draft,EMP00009,,2024-03-31 00:00:00,2024-04-17 00:00:00,16015.4,46.87,-22415,146.87,10416.94
1208,20240306,2024-03-06 00:00:00,ACC40001,BL003,EMP00034,V1_Original,Annual,CAPEX,CC-1762,PROJ-003,55740.93,4272.96,79265.66,98646.69,EMP00207,Rejected,EMP00067,,2024-03-16 00:00:00,2024-03-07 00:00:00,-51467.97,-92.33,-23524.73,7.67,42905.76
1209,20240914,2024-09-14 00:00:00,ACC30001,BL003,EMP00087,V2_Revised,Quarterly,CAPEX,CC-5174,,48745.37,101855.46,64012.82,67740.56,EMP00031,Approved,EMP00145,,2024-09-20 00:00:00,2024-10-12 00:00:00,53110.09,108.95,-15267.45,208.95,18995.19
1210,20231205,2023-12-05 00:00:00,ACC50002,BL004,EMP00008,V3_Final,Annual,OPEX,CC-4521,,99112.37,60513.82,9655.42,34474.58,EMP00198,Approved,EMP00190,,2023-12-17 00:00:00,2023-12-26 00:00:00,-38598.55,-38.94,89456.95,61.06,-64637.79
1211,20240303,2024-03-03 00:00:00,ACC50001,BL006,EMP00236,V2_Revised,Quarterly,Revenue,CC-6711,,65602.51,73768.59,93225.95,17772.27,EMP00004,Rejected,EMP00080,,2024-03-14 00:00:00,2024-03-19 00:00:00,8166.08,12.45,-27623.44,112.45,-47830.24
1212,20230313,2023-03-13 00:00:00,ACC30004,BL004,EMP00209,V3_Final,Rolling,OPEX,CC-9693,,15382.34,77616.98,44141.64,6501.61,EMP00099,Approved,EMP00193,,2023-03-14 00:00:00,2023-03-17 00:00:00,62234.64,404.58,-28759.3,504.58,-8880.73
1213,20250220,2025-02-20 00:00:00,ACC20002,BL006,EMP00225,V1_Original,Annual,OPEX,CC-3131,PROJ-001,68941.12,52407.08,26513.32,81533.35,EMP00071,Approved,EMP00046,Over Budget,2025-03-05 00:00:00,2025-03-16 00:00:00,-16534.04,-23.98,42427.8,76.02,12592.23
1214,20241023,2024-10-23 00:00:00,ACC40001,BL003,EMP00073,V2_Revised,Quarterly,CAPEX,CC-2548,,49103.25,53998.49,8293.14,104610.62,EMP00166,Rejected,EMP00013,,2024-10-26 00:00:00,2024-11-19 00:00:00,4895.24,9.97,40810.11,109.97,55507.37
1215,20241227,2024-12-27 00:00:00,ACC30001,BL006,EMP00231,V1_Original,Quarterly,Revenue,CC-9970,PROJ-002,86464.89,49786.7,82155.05,92563.25,EMP00238,Approved,EMP00078,,2025-01-10 00:00:00,2025-01-24 00:00:00,-36678.19,-42.42,4309.84,57.58,6098.36
1216,20240114,2024-01-14 00:00:00,ACC10002,BL006,EMP00032,V1_Original,Annual,CAPEX,CC-9538,,70418.49,106477.17,70335.68,103432.14,EMP00247,Approved,EMP00198,Over Budget,2024-01-24 00:00:00,2024-01-27 00:00:00,36058.68,51.21,82.81,151.21,33013.65
1217,20250119,2025-01-19 00:00:00,ACC40003,BL002,EMP00192,V2_Revised,Quarterly,Headcount,CC-7626,,88673.98,58112.09,93020.23,47231.65,EMP00122,Approved,EMP00026,,2025-01-20 00:00:00,2025-02-08 00:00:00,-30561.89,-34.47,-4346.25,65.53,-41442.33
1218,20241203,2024-12-03 00:00:00,ACC10001,BL001,EMP00203,V2_Revised,Monthly,Headcount,CC-6632,,52088.17,25557.74,12157.32,19146.74,EMP00134,Pending,EMP00247,,2024-12-15 00:00:00,2024-12-14 00:00:00,-26530.43,-50.93,39930.85,49.07,-32941.43
1219,20251219,2025-12-19 00:00:00,ACC30003,BL003,EMP00073,V2_Revised,Monthly,Revenue,CC-9647,,43136.42,98611.98,7142.68,16218.61,EMP00228,Pending,EMP00061,Needs Review,2026-01-01 00:00:00,2026-01-10 00:00:00,55475.56,128.6,35993.74,228.6,-26917.81
1220,20231012,2023-10-12 00:00:00,ACC50001,BL001,EMP00039,V2_Revised,Annual,OPEX,CC-4393,PROJ-002,55015.22,108222.51,59003.73,76832.52,EMP00229,Approved,EMP00019,,2023-10-23 00:00:00,2023-11-08 00:00:00,53207.29,96.71,-3988.51,196.71,21817.3
1221,20250304,2025-03-04 00:00:00,ACC30003,BL003,EMP00141,V3_Final,Project-Based,Revenue,CC-6871,PROJ-001,66112.14,50600.43,52973.93,1854.46,EMP00192,Draft,EMP00233,,2025-03-18 00:00:00,2025-03-27 00:00:00,-15511.71,-23.46,13138.21,76.54,-64257.68
1222,20250518,2025-05-18 00:00:00,ACC20002,BL002,EMP00143,V1_Original,Quarterly,CAPEX,CC-8266,,16846.15,94248.59,52354.81,101073.09,EMP00215,Approved,EMP00078,,2025-05-22 00:00:00,2025-06-09 00:00:00,77402.44,459.47,-35508.66,559.47,84226.94
1223,20250331,2025-03-31 00:00:00,ACC30002,BL006,EMP00009,V1_Original,Project-Based,Revenue,CC-5008,PROJ-003,40625.6,15284.91,31616.52,90906.11,EMP00216,Approved,EMP00066,,2025-04-10 00:00:00,2025-04-23 00:00:00,-25340.69,-62.38,9009.08,37.62,50280.51
1224,20231030,2023-10-30 00:00:00,ACC20001,BL002,EMP00194,V2_Revised,Annual,OPEX,CC-4000,,93008.51,10629.87,58023.57,58486.63,EMP00161,Approved,EMP00226,,2023-11-04 00:00:00,2023-11-08 00:00:00,-82378.64,-88.57,34984.94,11.43,-34521.88
1225,20240531,2024-05-31 00:00:00,ACC40003,BL004,EMP00008,V1_Original,Monthly,Revenue,CC-6677,PROJ-001,39724.1,19217.34,29286,42172.03,EMP00159,Draft,EMP00159,,2024-06-02 00:00:00,2024-06-13 00:00:00,-20506.76,-51.62,10438.1,48.38,2447.93
1226,20230515,2023-05-15 00:00:00,ACC20002,BL006,EMP00112,V2_Revised,Rolling,Revenue,CC-9150,PROJ-001,8093.42,75065.1,61158.2,90031.96,EMP00028,Rejected,EMP00242,,2023-05-21 00:00:00,2023-06-07 00:00:00,66971.68,827.48,-53064.78,927.48,81938.54
1227,20240922,2024-09-22 00:00:00,ACC60001,BL002,EMP00079,V1_Original,Annual,OPEX,CC-4766,,45554.22,43506.36,1330.63,95166.06,EMP00112,Rejected,EMP00199,,2024-09-30 00:00:00,2024-09-29 00:00:00,-2047.86,-4.5,44223.59,95.5,49611.84
1228,20231230,2023-12-30 00:00:00,ACC50001,BL001,EMP00135,V2_Revised,Monthly,OPEX,CC-8945,,63147.16,58684.28,91832.44,12527.14,EMP00175,Approved,EMP00233,,2024-01-06 00:00:00,2024-01-09 00:00:00,-4462.88,-7.07,-28685.28,92.93,-50620.02
1229,20250321,2025-03-21 00:00:00,ACC60001,BL005,EMP00079,V3_Final,Quarterly,OPEX,CC-9465,,45927.28,104385.32,50930.92,81425.07,EMP00153,Rejected,EMP00027,,2025-04-04 00:00:00,2025-04-12 00:00:00,58458.04,127.28,-5003.64,227.28,35497.79
1230,20230519,2023-05-19 00:00:00,ACC20002,BL006,EMP00225,V2_Revised,Monthly,Headcount,CC-2527,,40553.88,32574.12,30278.34,92736.63,EMP00138,Approved,EMP00159,,2023-05-27 00:00:00,2023-05-21 00:00:00,-7979.76,-19.68,10275.54,80.32,52182.75
1231,20240214,2024-02-14 00:00:00,ACC10002,BL004,EMP00175,V3_Final,Rolling,Headcount,CC-8335,PROJ-001,58354.57,109623.06,21520.27,2600.57,EMP00056,Approved,EMP00009,,2024-02-22 00:00:00,2024-03-02 00:00:00,51268.49,87.86,36834.3,187.86,-55754
1232,20231203,2023-12-03 00:00:00,ACC50002,BL002,EMP00059,V2_Revised,Monthly,Revenue,CC-8695,,99507.43,43177.51,27152.16,7082.03,EMP00146,Approved,EMP00026,On Track,2023-12-04 00:00:00,2023-12-16 00:00:00,-56329.92,-56.61,72355.27,43.39,-92425.4
1233,20240727,2024-07-27 00:00:00,ACC40003,BL004,EMP00160,V2_Revised,Monthly,CAPEX,CC-4322,PROJ-001,51923.08,79975.39,9988.87,36396.83,EMP00163,Pending,EMP00082,,2024-08-02 00:00:00,2024-08-21 00:00:00,28052.31,54.03,41934.21,154.03,-15526.25
1234,20250829,2025-08-29 00:00:00,ACC30004,BL005,EMP00086,V1_Original,Project-Based,OPEX,CC-4960,,26186.42,17681.48,8407.62,77888.93,EMP00138,Approved,EMP00226,,2025-09-11 00:00:00,2025-09-26 00:00:00,-8504.94,-32.48,17778.8,67.52,51702.51
1235,20230131,2023-01-31 00:00:00,ACC40002,BL004,EMP00215,V3_Final,Rolling,OPEX,CC-3858,,28699.77,1316.28,52411.67,35252.34,EMP00056,Approved,EMP00242,,2023-02-05 00:00:00,2023-02-09 00:00:00,-27383.49,-95.41,-23711.9,4.59,6552.57
1236,20251224,2025-12-24 00:00:00,ACC30001,BL003,EMP00084,V2_Revised,Monthly,OPEX,CC-9001,PROJ-002,99476.39,100786.28,29138.1,47505.41,EMP00060,Approved,EMP00223,,2025-12-31 00:00:00,2025-12-31 00:00:00,1309.89,1.32,70338.29,101.32,-51970.98
1237,20240822,2024-08-22 00:00:00,ACC40001,BL003,EMP00080,V2_Revised,Rolling,Revenue,CC-2143,,88686.97,34037.94,57145.7,61687.14,EMP00103,Approved,EMP00113,,2024-08-31 00:00:00,2024-08-31 00:00:00,-54649.03,-61.62,31541.27,38.38,-26999.83
1238,20230706,2023-07-06 00:00:00,ACC30004,BL003,EMP00110,V3_Final,Project-Based,OPEX,CC-3423,,2873.19,59796.24,50475.5,51692.74,EMP00151,Approved,EMP00013,Over Budget,2023-07-16 00:00:00,2023-07-18 00:00:00,56923.05,1981.18,-47602.31,2081.18,48819.55
1239,20230908,2023-09-08 00:00:00,ACC40001,BL001,EMP00142,V1_Original,Monthly,Revenue,CC-2442,,53040.91,81109.28,61695.76,51840.05,EMP00242,Approved,EMP00223,,2023-09-20 00:00:00,2023-10-02 00:00:00,28068.37,52.92,-8654.85,152.92,-1200.86
1240,20250925,2025-09-25 00:00:00,ACC30002,BL004,EMP00165,V3_Final,Quarterly,OPEX,CC-9336,PROJ-001,24300.84,80356.72,22313.96,91701.16,EMP00238,Approved,EMP00147,,2025-10-04 00:00:00,2025-10-13 00:00:00,56055.88,230.67,1986.88,330.67,67400.32
1241,20230417,2023-04-17 00:00:00,ACC50001,BL004,EMP00114,V2_Revised,Quarterly,CAPEX,CC-4144,,42114.33,52147.19,75326.76,39220.08,EMP00100,Draft,EMP00161,Needs Review,2023-04-24 00:00:00,2023-05-13 00:00:00,10032.86,23.82,-33212.43,123.82,-2894.25
1242,20230607,2023-06-07 00:00:00,ACC60001,BL003,EMP00231,V2_Revised,Rolling,Revenue,CC-5291,,68370.21,3068.59,53992.71,28913.09,EMP00097,Approved,EMP00027,Under Budget,2023-06-21 00:00:00,2023-07-03 00:00:00,-65301.62,-95.51,14377.5,4.49,-39457.12
1243,20241031,2024-10-31 00:00:00,ACC50002,BL006,EMP00080,V3_Final,Rolling,CAPEX,CC-2912,,93446.49,1234.31,29416.39,61129.34,EMP00162,Approved,EMP00205,,2024-11-06 00:00:00,2024-11-27 00:00:00,-92212.18,-98.68,64030.1,1.32,-32317.15
1244,20230424,2023-04-24 00:00:00,ACC30003,BL004,EMP00209,V3_Final,Quarterly,OPEX,CC-4916,,83756.68,89121.7,77544.98,103561.64,EMP00056,Approved,EMP00080,,2023-05-04 00:00:00,2023-05-05 00:00:00,5365.02,6.41,6211.7,106.41,19804.96
1245,20250618,2025-06-18 00:00:00,ACC40002,BL006,EMP00176,V2_Revised,Quarterly,OPEX,CC-7168,,56380.06,76878.59,14951.31,44861.91,EMP00049,Approved,EMP00196,Under Budget,2025-06-25 00:00:00,2025-07-15 00:00:00,20498.53,36.36,41428.75,136.36,-11518.15
1246,20230208,2023-02-08 00:00:00,ACC20002,BL002,EMP00163,V2_Revised,Monthly,OPEX,CC-3236,PROJ-003,60157.88,68714.82,25634.05,29049.72,EMP00035,Pending,EMP00242,,2023-02-12 00:00:00,2023-03-08 00:00:00,8556.94,14.22,34523.83,114.22,-31108.16
1247,20230814,2023-08-14 00:00:00,ACC10001,BL006,EMP00200,V2_Revised,Rolling,OPEX,CC-9163,,24384.93,29224.13,6493.86,104548.68,EMP00089,Approved,EMP00217,,2023-08-20 00:00:00,2023-09-09 00:00:00,4839.2,19.85,17891.07,119.85,80163.75
1248,20240623,2024-06-23 00:00:00,ACC40002,BL006,EMP00087,V3_Final,Quarterly,OPEX,CC-1524,PROJ-001,93730.34,52987.62,1827.34,13026.12,EMP00031,Approved,EMP00078,On Track,2024-07-04 00:00:00,2024-07-21 00:00:00,-40742.72,-43.47,91903,56.53,-80704.22
1249,20241030,2024-10-30 00:00:00,ACC30003,BL002,EMP00141,V2_Revised,Monthly,OPEX,CC-1527,,91704.83,47103.27,85370.31,43692.21,EMP00169,Approved,EMP00242,,2024-11-13 00:00:00,2024-11-03 00:00:00,-44601.56,-48.64,6334.52,51.36,-48012.62
1250,20251207,2025-12-07 00:00:00,ACC40001,BL004,EMP00073,V2_Revised,Monthly,Revenue,CC-6940,,45357.49,46596.71,75528.74,16840.04,EMP00158,Approved,EMP00205,Needs Review,2025-12-14 00:00:00,2025-12-13 00:00:00,1239.22,2.73,-30171.25,102.73,-28517.45
1251,20240720,2024-07-20 00:00:00,ACC40002,BL001,EMP00189,V2_Revised,Quarterly,CAPEX,CC-9763,,61551.52,93499.93,29992.49,32070.08,EMP00234,Pending,EMP00217,,2024-07-21 00:00:00,2024-08-10 00:00:00,31948.41,51.91,31559.03,151.91,-29481.44
1252,20240702,2024-07-02 00:00:00,ACC30001,BL004,EMP00040,V3_Final,Quarterly,Revenue,CC-9693,PROJ-002,13251.7,17283.23,1738.54,70662.62,EMP00123,Approved,EMP00242,,2024-07-14 00:00:00,2024-07-26 00:00:00,4031.53,30.42,11513.16,130.42,57410.92
1253,20230922,2023-09-22 00:00:00,ACC30004,BL001,EMP00074,V2_Revised,Monthly,OPEX,CC-7890,PROJ-002,62366.08,25272.53,81823.59,31032.44,EMP00200,Rejected,EMP00099,,2023-09-23 00:00:00,2023-09-27 00:00:00,-37093.55,-59.48,-19457.51,40.52,-31333.64
1254,20230705,2023-07-05 00:00:00,ACC10002,BL004,EMP00025,V3_Final,Quarterly,CAPEX,CC-3564,,72604.64,27294.09,4477.48,98835.19,EMP00126,Approved,EMP00223,,2023-07-13 00:00:00,2023-07-22 00:00:00,-45310.55,-62.41,68127.16,37.59,26230.55
1255,20250226,2025-02-26 00:00:00,ACC30004,BL003,EMP00227,V2_Revised,Project-Based,OPEX,CC-4028,PROJ-003,96806.57,108607.47,36270.27,61016.89,EMP00052,Approved,EMP00121,,2025-03-02 00:00:00,2025-03-18 00:00:00,11800.9,12.19,60536.3,112.19,-35789.68
1256,20240601,2024-06-01 00:00:00,ACC30001,BL003,EMP00019,V1_Original,Rolling,OPEX,CC-4854,PROJ-003,73845.94,23021.86,85483.76,42106.41,EMP00162,Pending,EMP00027,,2024-06-15 00:00:00,2024-06-27 00:00:00,-50824.08,-68.82,-11637.82,31.18,-31739.53
1257,20230508,2023-05-08 00:00:00,ACC30003,BL003,EMP00149,V3_Final,Monthly,CAPEX,CC-8012,PROJ-002,50900.92,1504.28,34330.89,67465.12,EMP00092,Approved,EMP00054,Needs Review,2023-05-15 00:00:00,2023-05-28 00:00:00,-49396.64,-97.04,16570.03,2.96,16564.2
1258,20250128,2025-01-28 00:00:00,ACC20002,BL003,EMP00048,V1_Original,Quarterly,Revenue,CC-2043,PROJ-001,7305.2,8075.37,73941.84,36370.41,EMP00179,Approved,EMP00099,,2025-02-05 00:00:00,2025-02-01 00:00:00,770.17,10.54,-66636.64,110.54,29065.21
1259,20230119,2023-01-19 00:00:00,ACC60001,BL002,EMP00086,V1_Original,Quarterly,OPEX,CC-1818,,94685.2,78091.39,30182.47,55299.81,EMP00029,Approved,EMP00232,,2023-01-29 00:00:00,2023-02-16 00:00:00,-16593.81,-17.53,64502.73,82.47,-39385.39
